TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Status,Age,Age Class,SP,Frequency,rEQUENCY,No.of Individual of Species,Density,AGB,BGBC,AGBC,BGB,Carbon,Price of Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,Volume Growth,% Volume Growth,Harvest / Post-Felling,Damage,Lifespan,Species_V1,age_1
2620,DIOSBU,12,1,20.4,44.2,2015.00,0,Dead,Dead,0,Dead,,,10,10,5,0,0,0,0,0,0,0,0,0.03,0,51.44,51.47,0,0,0,0,0,,0,0,NonDipterocarp,0
2620A,AAAAAA,12,1,0,0,2015.00,0,Dead,Dead,0,Dead,,,12,12,6,0,0,0,0,0,0,0,0,0.04,0,61.73,61.77,0,0,0,0,0,,0,0,NonDipterocarp,0
2620B,MILLAT,12,1,0,0,2015.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.04,0,56.58,56.62,0,0,0,0,0,,0,0,NonDipterocarp,0
2621,SHORM1,12,1,38.1,41.1,2015.00,0,Dead,Dead,0,Dead,,,42,42,21,0,0,0,0,0,0,0,0,0.14,0,216.05,216.19,0,0,0,0,0,,0,10,Dipterocarp,0
2622,DACRR1,13,1,42.4,42.7,2015.00,0,Dead,Dead,0,Dead,,,44,44,22,0,0,0,0,0,0,0,0,0.15,0,226.34,226.48,0,0,0,0,0,,0,0,NonDipterocarp,0
2623,DIOSBU,13,1,44.4,40.1,2015.00,0,Dead,Dead,0,Dead,,,10,10,5,0,0,0,0,0,0,0,0,0.03,0,51.44,51.47,0,0,0,0,0,,0,0,NonDipterocarp,0
2623A,CANTDI,13,1,46.7,41.5,2015.00,0,Dead,Dead,0,Dead,,,14,14,7,0,0,0,0,0,0,0,0,0.05,0,72.02,72.06,0,0,0,0,0,,0,0,NonDipterocarp,0
2624,LITHCU,13,1,47.7,43.4,2015.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.04,0,56.58,56.62,0,0,0,0,0,,0,0,NonDipterocarp,0
2625,XANTAM,13,1,47.7,45.1,2015.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0,0,5.14,5.15,0,0,0,0,0,,0,0,NonDipterocarp,0
2626,DIPTC1,13,1,48.4,45.1,2015.00,0,Dead,Dead,0,Dead,,,27,27,13.5,0,0,0,0,0,0,0,0,0.09,0,138.89,138.98,0,0,0,0,0,,0,6,Dipterocarp,0
2627,MACALO,13,1,52.7,44.2,2015.00,0,Dead,Dead,0,Dead,,,34,34,17,0,0,0,0,0,0,0,0,0.11,0,174.9,175.01,0,0,0,0,0,,0,0,NonDipterocarp,0
2627A,MACALO,13,1,53.1,45.7,2015.00,0,Dead,Dead,0,Dead,,,34,34,17,0,0,0,0,0,0,0,0,0.11,0,174.9,175.01,0,0,0,0,0,,0,0,NonDipterocarp,0
2628,POL1OB,13,1,54.3,44.5,2015.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0,0,5.14,5.15,0,0,0,0,0,,0,4,NonDipterocarp,0
2629,SYMPC2,13,1,47.7,48.3,2015.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,5,NonDipterocarp,0
2629A,BUCHSE,13,1,50.1,48.6,2015.00,0,Dead,Dead,0,Dead,,,13,13,6.5,0,0,0,0,0,0,0,0,0.04,0,66.87,66.92,0,0,0,0,0,,0,0,NonDipterocarp,0
2630,KOILLO,13,1,49.3,51.3,2015.00,0,Dead,Dead,0,Dead,,,6,6,3,0,0,0,0,0,0,0,0,0.02,0,30.86,30.88,0,0,0,0,0,,0,0,NonDipterocarp,0
2631,PTYCCO,13,1,52.3,51.7,2015.00,0,Dead,Dead,0,Dead,,,14,14,7,0,0,0,0,0,0,0,0,0.05,0,72.02,72.06,0,0,0,0,0,,0,0,NonDipterocarp,0
2631A,CROTLA,13,1,0,0,2015.00,0,Dead,Dead,0,Dead,,,22,22,11,0,0,0,0,0,0,0,0,0.07,0,113.17,113.24,0,0,0,0,0,,0,5,NonDipterocarp,0
2632,XANTEU,13,1,46.4,54.9,2015.00,14.6,Understory,Alive,51,Intermediate,,,32,32,16,4098.33,963.11,"1,926.21","2,049.16",0.19,5.97,0.13,0.06,0.11,6.47,164.61,171.18,-3.4,-1.7,19.7,135.12,1.35,,0,15,NonDipterocarp,16
2632A,ARCHBU,13,1,44.5,54.2,2015.00,15.1,Understory,Alive,3,Young,,,23,23,11.5,3271.25,768.74,"1,537.49","1,635.62",0.15,4.77,0.13,0.07,0.08,6.69,118.31,125.08,15.1,7.55,20.2,147.84,1.48,,50,0,NonDipterocarp,16
2632B,CROTLA,13,1,42.4,53.2,2015.00,20.8,Understory,Alive,3,Young,,,22,22,11,8654.3,"2,033.76","4,067.52","4,327.15",0.41,12.61,0.18,0.09,0.07,9.22,113.17,122.46,20.8,10.4,24.7,343.48,3.43,,50,5,NonDipterocarp,18
2632C,AIDIWA,13,1,42,51.5,2015.00,23.5,Understory,Alive,3,Young,,,1,1,0.5,585.3,137.55,275.09,292.65,0.03,0.85,0.21,0.1,0,10.41,5.14,15.56,23.5,11.75,26.5,470.59,4.71,,50,8,NonDipterocarp,19
2633,TRI3LA,13,1,41.3,55.1,2015.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,0,NonDipterocarp,0
2634,SANTAP,13,1,42,59.4,2015.00,19.8,Understory,Alive,49,Intermediate,,,4,4,2,1342.33,315.45,630.89,671.16,0.06,1.96,0.18,0.09,0.01,8.77,20.58,29.36,0.3,0.15,24,302.18,3.02,,50,0,NonDipterocarp,18
2634A,TRI3LA,13,1,40.2,59,2015.00,11.5,Understory,Alive,36,Intermediate,,,2,2,1,123.26,25.27,57.93,53.76,0.01,0.18,0.1,0.05,0.01,5.1,10.29,15.39,2,1,16.7,70.91,0.71,,0,0,NonDipterocarp,15
2635,PTYCCO,13,1,45.4,59.7,2015.00,12.3,Understory,Alive,49,Intermediate,,,14,14,7,1058.13,248.66,497.32,529.06,0.05,1.54,0.11,0.05,0.05,5.45,72.02,77.51,0,0,17.5,85.13,0.85,,0,0,NonDipterocarp,15
2635A,SHORAC,13,1,44.8,58.3,2015.00,41.8,Canopy,Alive,31,Intermediate,,,17,17,8.5,69717.89,"16,383.70","32,767.41","34,858.95",3.28,101.58,0.37,0.19,0.06,18.52,87.45,106.03,2.8,1.4,35.3,"1,978.00",19.78,,40,0,Dipterocarp,26
2636,MESUFE,13,1,57.3,57.3,2015.00,0,Dead,Dead,0,Dead,,,15,15,7.5,0,0,0,0,0,0,0,0,0.05,0,77.16,77.21,0,0,0,0,0,,0,0,NonDipterocarp,0
2636A,SHORL1,13,1,54.1,56.3,2015.00,15,Understory,Alive,3,Young,,,18,18,9,2507.61,589.29,"1,178.58","1,253.81",0.12,3.65,0.13,0.07,0.06,6.65,92.59,99.3,15,7.5,20.1,145.24,1.45,,50,0,Dipterocarp,16
2636B,DACRR1,13,1,53.8,58.4,2015.00,15.5,Understory,Alive,3,Young,,,44,44,22,6790.64,"1,595.80","3,191.60","3,395.32",0.32,9.89,0.14,0.07,0.15,6.87,226.34,233.35,15.5,7.75,20.6,158.52,1.59,,50,0,NonDipterocarp,16
2637,POMEPA,13,1,58,40.3,2015.00,52.5,Canopy,Alive,63,Mature,,,6,6,3,54941.79,"12,911.32","25,822.64","27,470.89",2.58,80.05,0.47,0.23,0.02,23.26,30.86,54.15,0,0,38.6,"3,413.77",34.14,,30,0,NonDipterocarp,30
2639,LEPISE,13,1,58.3,46.3,2015.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.04,0,56.58,56.62,0,0,0,0,0,,0,0,NonDipterocarp,0
2640,DIOSAP,13,1,57.3,41.7,2015.00,0,Dead,Dead,0,Dead,,,7,7,3.5,0,0,0,0,0,0,0,0,0.02,0,36.01,36.03,0,0,0,0,0,,0,8,NonDipterocarp,0
2641,KOOMMA,13,1,56.8,41.8,2015.00,0,Dead,Dead,0,,,,9,9,4.5,0,0,0,0,0,0,0,0,0.03,0,46.3,46.33,-63.5,-31.75,0,0,0,,0,7,NonDipterocarp,0
2642,DIPLMA,14,1,60.4,50.4,2015.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.04,0,56.58,56.62,0,0,0,0,0,,0,0,NonDipterocarp,0
2642A,MACALO,14,1,78.3,49.7,2015.00,0,Dead,Dead,0,Dead,,,34,34,17,0,0,0,0,0,0,0,0,0.11,0,174.9,175.01,0,0,0,0,0,,0,0,NonDipterocarp,0
2642B,QUERAR,14,1,64.9,43.1,2015.00,0,Dead,Dead,0,Dead,,,9,9,4.5,0,0,0,0,0,0,0,0,0.03,0,46.3,46.33,0,0,0,0,0,,0,0,NonDipterocarp,0
2642C,CALOMA,14,1,0,0,2015.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,0,NonDipterocarp,0
2643,LITHCU,14,1,61.7,53,2015.00,17.3,Understory,Alive,49,Intermediate,,,11,11,5.5,2399.23,563.82,"1,127.64","1,199.61",0.11,3.5,0.15,0.08,0.04,7.67,56.58,64.29,2,1,22.1,212.1,2.12,,50,0,NonDipterocarp,17
2643A,AAAAAA,14,1,62.4,48.3,2015.00,12.9,Understory,Alive,3,Young,,,12,12,6,1048.99,246.51,493.03,524.5,0.05,1.53,0.11,0.06,0.04,5.72,61.73,67.48,12.9,6.45,18.1,96.85,0.97,,0,0,NonDipterocarp,15
2643B,SAPIBA,14,1,62.6,50.2,2015.00,18.5,Understory,Alive,3,Young,,,2,2,1,539.92,126.88,253.76,269.96,0.03,0.79,0.16,0.08,0.01,8.2,10.29,18.49,18.5,9.25,23,253.02,2.53,,50,0,NonDipterocarp,18
2643C,EUGERI,14,1,63,53.1,2015.00,13.5,Understory,Alive,3,Young,,,9,9,4.5,904.63,212.59,425.17,452.31,0.04,1.32,0.12,0.06,0.03,5.98,46.3,52.31,13.5,6.75,18.7,109.49,1.09,,0,0,NonDipterocarp,16
2644,DIPTC1,14,1,65.8,52.5,2015.00,0,Dead,Dead,0,Dead,,,27,27,13.5,0,0,0,0,0,0,0,0,0.09,0,138.89,138.98,0,0,0,0,0,,0,6,Dipterocarp,0
2645,VATIBE,14,1,66.7,52.1,2015.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.04,0,56.58,56.62,0,0,0,0,0,,0,4,NonDipterocarp,0
2645A,DIOSSI,14,1,67.7,51.1,2015.00,12.5,Understory,Alive,36,Intermediate,,,3,3,1.5,238.17,55.97,111.94,119.09,0.01,0.35,0.11,0.06,0.01,5.54,15.43,20.98,0.1,0.05,17.7,88.94,0.89,,0,0,NonDipterocarp,15
2646,PAR1OB,14,1,64.5,54.5,2015.00,22,Understory,Alive,52,Intermediate,,,3,3,1.5,1415.63,332.67,665.35,707.82,0.07,2.06,0.19,0.1,0.01,9.75,15.43,25.19,0,0,25.6,397.14,3.97,,50,7,NonDipterocarp,19
2647,GIRONE,14,1,66.1,55.1,2015.00,0,Dead,Dead,0,Dead,,,12,12,6,0,0,0,0,0,0,0,0,0.04,0,61.73,61.77,0,0,0,0,0,,0,0,NonDipterocarp,0
2648,ARCHBU,14,1,69.9,50.1,2015.00,0,Dead,Dead,0,Dead,,,23,23,11.5,0,0,0,0,0,0,0,0,0.08,0,118.31,118.39,0,0,0,0,0,,0,0,NonDipterocarp,0
2648A,SANDKO,14,1,72.7,48.2,2015.00,17.8,Understory,Alive,44,Intermediate,,,8,8,4,1909.99,448.85,897.7,955,0.09,2.78,0.16,0.08,0.03,7.89,41.15,49.07,0.5,0.25,22.5,228.64,2.29,,50,2,NonDipterocarp,17
2648B,LITHCU,14,1,69.2,48,2015.00,12.9,Understory,Alive,36,Intermediate,,,11,11,5.5,961.58,225.97,451.94,480.79,0.05,1.4,0.11,0.06,0.04,5.72,56.58,62.34,3.1,1.55,18.1,96.85,0.97,,0,0,NonDipterocarp,15
2648C,GYNOAX,14,1,66.5,47.5,2015.00,29.5,Understory,Alive,31,Intermediate,,,2,2,1,2489.43,585.02,"1,170.03","1,244.71",0.12,3.63,0.26,0.13,0.01,13.07,10.29,23.37,2.5,1.25,30,837.82,8.38,,50,10,NonDipterocarp,22
2648D,BEILDI,14,1,67.2,50,2015.00,12.8,Understory,Alive,3,Young,,,10,10,5,853.58,200.59,401.18,426.79,0.04,1.24,0.11,0.06,0.03,5.67,51.44,57.15,12.8,6.4,18,94.84,0.95,,0,6,NonDipterocarp,15
2648E,MYRIM3,14,1,66,59.5,2015.00,11.2,Understory,Alive,3,Young,,,1,1,0.5,56.91,11.67,26.75,24.82,0,0.08,0.1,0.05,0,4.96,5.14,10.11,11.2,5.6,16.4,65.97,0.66,,0,0,NonDipterocarp,15
2649,GLUTM2,14,1,73.4,52.3,2015.00,62.9,Emergent,Alive,54,Intermediate,,,2,2,1,35087.71,"8,245.61","16,491.23","17,543.86",1.65,51.12,0.56,0.28,0.01,27.87,10.29,38.17,20.5,10.25,41.1,"5,217.23",52.17,,20,5,NonDipterocarp,34
2649A,RYPAKU,14,1,72.6,50.5,2015.00,16,Understory,Alive,31,Intermediate,,,22,22,11,3750.58,881.39,"1,762.77","1,875.29",0.18,5.46,0.14,0.07,0.07,7.09,113.17,120.33,4,2,21,172.48,1.72,,50,0,NonDipterocarp,17
2649B,PIMEGR,14,1,72.5,52,2015.00,13.2,Understory,Alive,3,Young,,,21,21,10.5,1969.85,462.91,925.83,984.92,0.09,2.87,0.12,0.06,0.07,5.85,108.02,113.94,13.2,6.6,18.4,103.06,1.03,,0,0,NonDipterocarp,16
2649C,SHORM2,14,1,71.4,52.2,2015.00,14.8,Understory,Alive,3,Young,,,28,28,14,3741.01,879.14,"1,758.28","1,870.51",0.18,5.45,0.13,0.07,0.09,6.56,144.03,150.68,14.8,7.4,19.9,140.13,1.4,,0,0,Dipterocarp,16
2650,ORMOPE,14,1,75.5,48.4,2015.00,65.4,Emergent,Alive,59,Intermediate,,,1,1,0.5,20215.57,"4,750.66","9,501.32","10,107.78",0.95,29.45,0.58,0.29,0,28.98,5.14,34.13,7.1,3.55,41.6,"5,711.49",57.11,,20,0,NonDipterocarp,35
2650A,NEOBHE,14,1,0,0,2015.00,0,Dead,Dead,0,Dead,,,10,10,5,0,0,0,0,0,0,0,0,0.03,0,51.44,51.47,0,0,0,0,0,,0,0,NonDipterocarp,0
2651,CANAPA,14,1,71.6,54.9,2015.00,0,Dead,Dead,0,Dead,,,6,6,3,0,0,0,0,0,0,0,0,0.02,0,30.86,30.88,0,0,0,0,0,,0,0,NonDipterocarp,0
2651A,NAUCOF,14,1,75.9,47.3,2015.00,0,Dead,Dead,0,Dead,,,5,5,2.5,0,0,0,0,0,0,0,0,0.02,0,25.72,25.74,0,0,0,0,0,,0,0,NonDipterocarp,0
2652,DIPLMA,14,1,77.6,55.3,2015.00,16.8,Understory,Alive,49,Intermediate,,,11,11,5.5,2186.69,513.87,"1,027.75","1,093.35",0.1,3.19,0.15,0.07,0.04,7.44,56.58,64.07,0.4,0.2,21.7,196.29,1.96,,50,0,NonDipterocarp,17
2653,PAROVA,14,1,78.8,57.8,2015.00,21.1,Understory,Alive,49,Intermediate,,,7,7,3.5,2884.27,677.8,"1,355.60","1,442.13",0.14,4.2,0.19,0.09,0.02,9.35,36.01,45.38,-0.9,-0.45,24.9,356.48,3.56,,50,6,NonDipterocarp,19
2654,QUERAR,14,1,79.5,53,2015.00,0,Dead,Dead,0,Dead,,,9,9,4.5,0,0,0,0,0,0,0,0,0.03,0,46.3,46.33,0,0,0,0,0,,0,0,NonDipterocarp,0
2655,SHORM2,14,1,79,47.4,2015.00,0,Dead,Dead,0,Dead,,,28,28,14,0,0,0,0,0,0,0,0,0.09,0,144.03,144.13,0,0,0,0,0,,0,0,Dipterocarp,0
2656,KNEMSC,14,1,79.1,45.2,2015.00,0,Dead,Dead,0,Dead,,,15,15,7.5,0,0,0,0,0,0,0,0,0.05,0,77.16,77.21,0,0,0,0,0,,0,0,NonDipterocarp,0
2657,MANGQU,14,1,76.7,44.2,2015.00,15.2,Understory,Alive,44,Intermediate,,,14,14,7,2032.63,477.67,955.34,"1,016.32",0.1,2.96,0.13,0.07,0.05,6.74,72.02,78.8,0.5,0.25,20.3,150.47,1.5,,50,0,NonDipterocarp,16
2657A,PORTAN,14,1,75.8,44.5,2015.00,14.3,Understory,Alive,3,Young,,,23,23,11.5,2761.85,649.03,"1,298.07","1,380.93",0.13,4.02,0.13,0.06,0.08,6.34,118.31,124.73,14.3,7.15,19.5,127.81,1.28,,0,0,NonDipterocarp,16
2657B,NOTHUM,14,1,72.5,45,2015.00,12.2,Understory,Alive,3,Young,,,1,1,0.5,73.73,15.11,34.65,32.16,0,0.11,0.11,0.05,0,5.41,5.14,10.55,12.2,6.1,17.4,83.27,0.83,,0,7,NonDipterocarp,15
2657C,STYRBE,14,1,75.2,40.5,2015.00,17.8,Understory,Alive,3,Young,,,1,1,0.5,238.75,56.11,112.21,119.37,0.01,0.35,0.16,0.08,0,7.89,5.14,13.03,17.8,8.9,22.5,228.64,2.29,,50,0,NonDipterocarp,17
2657D,POL1HY,14,1,72.6,40.5,2015.00,24.8,Understory,Alive,3,Young,,,6,6,3,4191.76,985.06,"1,970.13","2,095.88",0.2,6.11,0.22,0.11,0.02,10.99,30.86,41.87,24.8,12.4,27.4,540.09,5.4,,50,0,NonDipterocarp,20
2658,TRI2MA,14,1,78.1,42.9,2015.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,0,NonDipterocarp,0
2659,SHORP1,14,1,80,42,2015.00,0,Dead,Dead,0,Dead,,,24,24,12,0,0,0,0,0,0,0,0,0.08,0,123.46,123.54,0,0,0,0,0,,0,0,Dipterocarp,0
2660,HOPEME,15,1,88.5,41.4,2015.00,0,Dead,Dead,0,Dead,,,26,26,13,0,0,0,0,0,0,0,0,0.09,0,133.74,133.83,0,0,0,0,0,,0,0,NonDipterocarp,0
2661,SHORM2,15,1,85.8,42.7,2015.00,0,Dead,Dead,0,Dead,,,28,28,14,0,0,0,0,0,0,0,0,0.09,0,144.03,144.13,0,0,0,0,0,,0,0,Dipterocarp,0
2662,VATIBE,15,1,85.8,45,2015.00,15.1,Understory,Alive,49,Intermediate,,,11,11,5.5,1564.51,367.66,735.32,782.26,0.07,2.28,0.13,0.07,0.04,6.69,56.58,63.31,0.6,0.3,20.2,147.84,1.48,,50,4,NonDipterocarp,16
2662A,MESUFE,15,1,85,45.7,2015.00,14.6,Understory,Alive,31,Intermediate,,,15,15,7.5,1921.09,451.46,902.91,960.55,0.09,2.8,0.13,0.06,0.05,6.47,77.16,83.68,1.3,0.65,19.7,135.12,1.35,,0,0,NonDipterocarp,16
2662B,MACATR,15,1,81.2,45.6,2015.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0,0,5.14,5.15,0,0,0,0,0,,0,0,NonDipterocarp,0
2663,SHORM2,15,1,86.6,45.2,2015.00,0,Dead,Dead,0,Dead,,,28,28,14,0,0,0,0,0,0,0,0,0.09,0,144.03,144.13,0,0,0,0,0,,0,0,Dipterocarp,0
2664,AAAAAA,15,1,0,0,2015.00,0,Dead,Dead,0,Dead,,,12,12,6,0,0,0,0,0,0,0,0,0.04,0,61.73,61.77,0,0,0,0,0,,0,0,NonDipterocarp,0
2665,KNEMMA,15,1,89.5,48.5,2015.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.04,0,56.58,56.62,0,0,0,0,0,,0,6,NonDipterocarp,0
2666,INTSPA,15,1,88.1,51.2,2015.00,40.5,Canopy,Alive,59,Intermediate,,,6,6,3,22045.72,"5,180.74","10,361.49","11,022.86",1.04,32.12,0.36,0.18,0.02,17.95,30.86,48.83,0,0,34.8,"1,832.07",18.32,,40,0,NonDipterocarp,26
2666A,ARTOIS,15,1,86.6,49,2015.00,15.1,Understory,Alive,3,Young,,,7,7,3.5,995.6,233.97,467.93,497.8,0.05,1.45,0.13,0.07,0.02,6.69,36.01,42.72,15.1,7.55,20.2,147.84,1.48,,50,6,NonDipterocarp,16
2666B,PIMELO,15,1,90.8,49.2,2015.00,13.5,Understory,Alive,3,Young,,,1,1,0.5,100.51,20.61,47.24,43.84,0,0.15,0.12,0.06,0,5.98,5.14,11.13,13.5,6.75,18.7,109.49,1.09,,0,0,NonDipterocarp,16
2666C,DIOSBU,15,1,91.5,51.1,2015.00,11.6,Understory,Alive,3,Young,,,10,10,5,632.66,148.67,297.35,316.33,0.03,0.92,0.1,0.05,0.03,5.14,51.44,56.61,11.6,5.8,16.8,72.6,0.73,,0,0,NonDipterocarp,15
2667,MANGQU,15,1,90.2,48,2015.00,0,Dead,Dead,0,Dead,,,14,14,7,0,0,0,0,0,0,0,0,0.05,0,72.02,72.06,0,0,0,0,0,,0,0,NonDipterocarp,0
2667A,MONOMA,15,1,97,52,2015.00,15.7,Understory,Alive,3,Young,,,30,30,15,4819.61,"1,132.61","2,265.22","2,409.81",0.23,7.02,0.14,0.07,0.1,6.96,154.32,161.38,15.7,7.85,20.7,164.02,1.64,,50,11,NonDipterocarp,17
2668,QUERAR,15,1,86.2,54.2,2015.00,0,Dead,Dead,0,Dead,,,9,9,4.5,0,0,0,0,0,0,0,0,0.03,0,46.3,46.33,0,0,0,0,0,,0,0,NonDipterocarp,0
2669,MANGQU,15,1,85.8,59.6,2015.00,60.2,Emergent,Alive,59,Intermediate,,,14,14,7,209526.55,"49,238.74","98,477.48","104,763.27",9.85,305.28,0.53,0.27,0.05,26.67,72.02,98.74,0,0,40.5,"4,709.96",47.1,,20,0,NonDipterocarp,33
2669A,GARCMA,15,1,84.4,59.2,2015.00,16.7,Understory,Alive,3,Young,,,3,3,1.5,585.24,137.53,275.06,292.62,0.03,0.85,0.15,0.07,0.01,7.4,15.43,22.84,16.7,8.35,21.6,193.22,1.93,,50,8,NonDipterocarp,17
2670,EUGEFL,15,1,87.1,58.7,2015.00,40,Canopy,Alive,53,Intermediate,,,2,2,1,7038.53,"1,654.05","3,308.11","3,519.26",0.33,10.26,0.35,0.18,0.01,17.72,10.29,28.02,-0.6,-0.3,34.6,"1,777.57",17.78,,40,0,NonDipterocarp,26
2671,TEIJCO,15,1,89.9,59.5,2015.00,55.9,Canopy,Alive,59,Intermediate,,,3,3,1.5,34382.61,"8,079.91","16,159.82","17,191.30",1.62,50.1,0.5,0.25,0.01,24.77,15.43,40.21,0,0,39.5,"3,958.74",39.59,,30,0,NonDipterocarp,31
2672,HOPEME,15,1,93.1,53.3,2015.00,0,Dead,Dead,0,Dead,,,26,26,13,0,0,0,0,0,0,0,0,0.09,0,133.74,133.83,0,0,0,0,0,,0,0,NonDipterocarp,0
2673,HORSPO,15,1,95.2,53.9,2015.00,0,Dead,Dead,0,Dead,,,4,4,2,0,0,0,0,0,0,0,0,0.01,0,20.58,20.59,0,0,0,0,0,,0,0,NonDipterocarp,0
2674,HORSPO,15,1,97.8,52.6,2015.00,0,Dead,Dead,0,Dead,,,4,4,2,0,0,0,0,0,0,0,0,0.01,0,20.58,20.59,0,0,0,0,0,,0,0,NonDipterocarp,0
2674A,AGLASP,15,1,97.2,51.2,2015.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,40,NonDipterocarp,0
2675,MYRIM1,15,1,99.1,54.5,2015.00,0,Dead,Dead,0,Dead,,,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,0,NonDipterocarp,0
2676,XANTST,15,1,96.3,59.5,2015.00,42.6,Canopy,Alive,68,Mature,,,7,7,3.5,30669.25,"7,207.27","14,414.55","15,334.62",1.44,44.69,0.38,0.19,0.02,18.88,36.01,54.91,0.7,0.35,35.5,"2,070.84",20.71,,40,0,NonDipterocarp,26
2676A,NEOSKI,15,1,94.8,57,2015.00,10.8,Understory,Alive,3,Young,,,13,13,6.5,663.18,155.85,311.69,331.59,0.03,0.97,0.1,0.05,0.04,4.79,66.87,71.7,10.8,5.4,16,59.72,0.6,,0,0,NonDipterocarp,15
2677,RYPAKU,15,1,90.2,48,2015.00,0,Dead,Dead,0,Dead,,,22,22,11,0,0,0,0,0,0,0,0,0.07,0,113.17,113.24,0,0,0,0,0,,0,0,NonDipterocarp,0
2677A,SANTAP,15,1,96.6,45.9,2015.00,0,Dead,Dead,0,Dead,,,4,4,2,0,0,0,0,0,0,0,0,0.01,0,20.58,20.59,0,0,0,0,0,,0,0,NonDipterocarp,0
2677B,TEIJCO,15,1,99.4,41.8,2015.00,14.1,Understory,Alive,36,Intermediate,,,3,3,1.5,344.86,81.04,162.09,172.43,0.02,0.5,0.12,0.06,0.01,6.25,15.43,21.69,-6.3,-3.15,19.3,123.07,1.23,,0,0,NonDipterocarp,16
2677C,LITHRA,15,1,97.8,44,2015.00,26.8,Understory,Alive,24,Intermediate,,,3,3,1.5,2709.46,636.72,"1,273.44","1,354.73",0.13,3.95,0.24,0.12,0.01,11.88,15.43,27.32,2.8,1.4,28.5,657.79,6.58,,50,0,NonDipterocarp,21
2677D,SHORP1,15,1,97.2,44.2,2015.00,14.5,Understory,Alive,3,Young,,,24,24,12,3008.82,707.07,"1,414.15","1,504.41",0.14,4.38,0.13,0.06,0.08,6.42,123.46,129.96,14.5,7.25,19.7,132.66,1.33,,0,0,Dipterocarp,16
2677E,VATIOD,15,1,97,44.6,2015.00,16.8,Understory,Alive,3,Young,,,1,1,0.5,198.79,46.72,93.43,99.4,0.01,0.29,0.15,0.07,0,7.44,5.14,12.59,16.8,8.4,21.7,196.29,1.96,,50,6,NonDipterocarp,17
2677F,ALPHEL,15,1,95.2,45.8,2015.00,12.8,Understory,Alive,3,Young,,,7,7,3.5,597.5,140.41,280.83,298.75,0.03,0.87,0.11,0.06,0.02,5.67,36.01,41.7,12.8,6.4,18,94.84,0.95,,0,0,NonDipterocarp,15
2678,KNEMMA,15,1,90.3,48,2015.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.04,0,56.58,56.62,0,0,0,0,0,,0,6,NonDipterocarp,0
2679,SHORM2,15,1,93,44.4,2015.00,16.1,Understory,Alive,44,Intermediate,,,28,28,14,4867.8,"1,143.93","2,287.87","2,433.90",0.23,7.09,0.14,0.07,0.09,7.13,144.03,151.26,-11.2,-5.6,21.1,175.36,1.75,,50,0,Dipterocarp,17
2680,TEIJCO,15,1,91.5,42.3,2015.00,0,Dead,Dead,0,Dead,,,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,0,NonDipterocarp,0
2681,EUGESP,16,1,84.1,61.9,2015.00,0,Dead,Dead,0,Dead,,,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,0,NonDipterocarp,0
2682,DIPTC1,16,1,85.1,61.6,2015.00,41.5,Canopy,Alive,55,Intermediate,,,27,27,13.5,107985.56,"25,376.61","50,753.21","53,992.78",5.08,157.33,0.37,0.18,0.09,18.39,138.89,157.37,1.5,0.75,35.2,"1,943.78",19.44,,40,6,Dipterocarp,26
