TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan
3052A,MONOMA,30,2,4.7,104.6,2015,13.4,Understory,1-5,Alive,3,Young,15.00,"2,947.20",0.14,0.12,0.06,"3,000.00",5.94,"1,500.00","4,505.94",13.40,6.70,18.6,11
3052B,MACALO,30,2,8.7,102.6,2015,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
3053,MESUFE,30,2,9.3,103.0,2015,23.7,Understory,6-11,Alive,50,Intermediate,7.50,"9,026.89",0.42,0.21,0.11,"1,500.00",10.50,750.00,"2,260.50",0.80,0.40,26.7,0
3054,CROTLA,30,2,6.5,106.6,2015,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,5
3055,MACALO,30,2,1.4,106.0,2015,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
3056,BACCRE,30,2,8.2,110.2,2015,0.0,Dead,0,Dead,0,,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",-37.80,-18.90,0.0,0
3057,MEMEO2,30,2,8.4,110.7,2015,28.4,Understory,6-11,Alive,50,Intermediate,3.50,"7,670.88",0.36,0.25,0.13,700.00,12.58,350.00,"1,062.58",0.10,0.05,29.4,0
3058,BOUEMA,30,2,7.5,112.9,2015,0.0,Dead,0,Dead,0,Dead,2.00,0.00,0.00,0.00,0.00,400.00,0.00,200.00,600.00,0.00,0.00,0.0,14
3058A,PRUNAR,30,2,0.0,0.0,2015,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,4
3059,KNEMMA,30,2,5.2,115.0,2015,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,6
3060,EUGEP3,30,2,2.9,114.5,2015,46.0,Canopy,18-23,Alive,54,Intermediate,3.00,"34,404.37",1.62,0.41,0.20,600.00,20.38,300.00,920.38,4.10,2.05,36.7,8
3060A,OCHAAM,30,2,3.3,115.0,2015,16.1,Understory,6-11,Alive,18,Young,10.00,"3,477.00",0.16,0.14,0.07,"2,000.00",7.13,"1,000.00","3,007.13",0.80,0.40,21.1,0
3061,CRY1GR,30,2,5.8,118.4,2015,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,5
3062,MALLPE,30,2,13.7,117.2,2015,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
3063,DACRR1,30,2,14.0,108.0,2015,0.0,Dead,0,Dead,0,Dead,22.00,0.00,0.00,0.00,0.00,"4,400.00",0.00,"2,200.00","6,600.00",0.00,0.00,0.0,0
3064,DRYPLO,30,2,16.8,107.0,2015,0.0,Dead,0,Dead,0,Dead,8.50,0.00,0.00,0.00,0.00,"1,700.00",0.00,850.00,"2,550.00",0.00,0.00,0.0,0
3065,APORAR,30,2,17.6,108.1,2015,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,16
3066,MACALO,30,2,17.6,108.9,2015,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
3067,DIOSLA,30,2,16.3,113.1,2015,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,8
3067A,SHORM1,30,2,17.4,112.8,2015,17.8,Understory,6-11,Alive,3,Young,21.00,"10,027.46",0.47,0.16,0.08,"4,200.00",7.89,"2,100.00","6,307.89",17.80,8.90,22.5,10
3067B,BOUEOP,30,2,16.8,114.3,2015,14.2,Understory,6-11,Alive,3,Young,1.00,235.00,0.01,0.13,0.06,200.00,6.29,100.00,306.29,14.20,7.10,19.4,0
3068,IRVIMA,30,2,14.5,105.8,2015,76.8,Emergent,>24,Alive,72,Mature,1.00,"72,945.46",3.43,0.68,0.34,200.00,34.03,100.00,334.03,0.00,0.00,43.7,0
3068A,MACALO,30,2,13.5,105.5,2015,10.6,Understory,1-5,Alive,3,Young,17.00,"1,640.00",0.08,0.09,0.05,"3,400.00",4.70,"1,700.00","5,104.70",10.60,5.30,15.7,0
3068B,KNEMLA,30,2,14.2,106.4,2015,10.1,Understory,1-5,Alive,3,Young,4.00,334.07,0.02,0.09,0.04,800.00,4.48,400.00,"1,204.48",10.10,5.05,15.2,0
3069,EUGESU,30,2,15.6,112.5,2015,16.9,Understory,6-11,Alive,51,Intermediate,2.50,"1,012.76",0.05,0.15,0.07,500.00,7.49,250.00,757.49,0.30,0.15,21.7,7
3070,DACRR1,30,2,19.7,102.8,2015,0.0,Dead,0,Dead,0,Dead,22.00,0.00,0.00,0.00,0.00,"4,400.00",0.00,"2,200.00","6,600.00",0.00,0.00,0.0,0
3089A,GREWMI,30,2,11.3,118.6,2015,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
3071,ALANRI,31,2,4.2,125.7,2015,21.5,Understory,6-11,Alive,51,Intermediate,8.00,"7,006.52",0.33,0.19,0.10,"1,600.00",9.53,800.00,"2,409.53",0.30,0.15,25.2,9
3071A,MEMEPU,31,2,4.8,124.8,2015,12.0,Understory,1-5,Alive,31,Intermediate,0.50,70.11,0.00,0.11,0.05,100.00,5.32,50.00,155.32,0.30,0.15,17.2,0
3071B,HOPEDR,31,2,5.1,125.2,2015,12.9,Understory,1-5,Alive,3,Young,3.50,611.91,0.03,0.11,0.06,700.00,5.72,350.00,"1,055.72",12.90,6.45,18.1,0
3072,GONOGR,31,2,8.1,122.3,2015,10.9,Understory,1-5,Alive,48,Intermediate,1.00,104.89,0.00,0.10,0.05,200.00,4.83,100.00,304.83,-0.10,-0.05,16.1,0
3072A,SHORL2,31,2,7.8,123.3,2015,70.9,Emergent,>24,Alive,44,Intermediate,3.50,"190,139.68",8.94,0.63,0.31,700.00,31.42,350.00,"1,081.42",4.40,2.20,42.7,13
3072B,NEOSKI,31,2,8.0,121.4,2015,13.8,Understory,1-5,Alive,3,Young,6.50,"1,398.30",0.07,0.12,0.06,"1,300.00",6.11,650.00,"1,956.11",13.80,6.90,19.0,0
3072C,PORTAN,31,2,7.2,124.3,2015,13.6,Understory,1-5,Alive,3,Young,11.50,"2,364.98",0.11,0.12,0.06,"2,300.00",6.03,"1,150.00","3,456.03",13.60,6.80,18.8,0
3073,GIRONE,31,2,5.7,126.2,2015,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
3074,NEPHOP,31,2,8.8,129.2,2015,34.6,Canopy,12-17,Alive,49,Intermediate,1.00,"4,272.63",0.20,0.31,0.15,200.00,15.33,100.00,315.33,0.70,0.35,32.4,0
3074A,SHORP2,31,2,9.2,128.9,2015,15.1,Understory,6-11,Alive,36,Intermediate,11.50,"3,271.25",0.15,0.13,0.07,"2,300.00",6.69,"1,150.00","3,456.69",0.90,0.45,20.2,0
3074B,SHORP1,31,2,10.4,130.1,2015,21.6,Understory,6-11,Alive,24,Intermediate,12.00,"10,669.31",0.50,0.19,0.10,"2,400.00",9.57,"1,200.00","3,609.57",1.30,0.65,25.3,0
3074C,MANGQU,31,2,13.8,129.8,2015,0.0,Dead,0,Dead,0,Dead,7.00,0.00,0.00,0.00,0.00,"1,400.00",0.00,700.00,"2,100.00",0.00,0.00,0.0,0
3075,KOOMMA,31,2,4.2,130.2,2015,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,7
3076,POL1JE,31,2,4.4,131.5,2015,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
3077,EUGEC1,31,2,5.7,131.1,2015,14.9,Understory,6-11,Alive,48,Intermediate,8.00,"2,183.01",0.10,0.13,0.07,"1,600.00",6.60,800.00,"2,406.60",0.20,0.10,20.0,0
3077A,SHORP1,31,2,6.4,131.4,2015,16.5,Understory,6-11,Alive,3,Young,12.00,"4,507.37",0.21,0.15,0.07,"2,400.00",7.31,"1,200.00","3,607.31",16.50,8.25,21.4,0
3077B,CROTLA,31,2,8.0,131.0,2015,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,5
3078,IXONIC,31,2,3.6,132.8,2015,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
3079,NEOSKI,31,2,1.2,135.0,2015,0.0,Dead,0,Dead,0,Dead,6.50,0.00,0.00,0.00,0.00,"1,300.00",0.00,650.00,"1,950.00",0.00,0.00,0.0,0
3079A,RYPAKU,31,2,1.4,137.3,2015,12.8,Understory,1-5,Alive,3,Young,11.00,"1,877.87",0.09,0.11,0.06,"2,200.00",5.67,"1,100.00","3,305.67",12.80,6.40,18.0,0
3079B,CASTME,31,2,3.3,138.0,2015,14.2,Understory,6-11,Alive,3,Young,2.50,587.49,0.03,0.13,0.06,500.00,6.29,250.00,756.29,14.20,7.10,19.4,0
3079C,SHORP1,31,2,0.4,138.2,2015,11.3,Understory,1-5,Alive,3,Young,12.00,"1,402.84",0.07,0.10,0.05,"2,400.00",5.01,"1,200.00","3,605.01",11.30,5.65,16.5,0
3080,BEILDI,31,2,7.8,136.2,2015,48.5,Canopy,18-23,Alive,54,Intermediate,5.00,"69,109.02",3.25,0.43,0.21,"1,000.00",21.49,500.00,"1,521.49",1.50,0.75,37.4,6
3080A,SHORP1,31,2,7.6,139.2,2015,0.0,Dead,0,Dead,0,Dead,12.00,0.00,0.00,0.00,0.00,"2,400.00",0.00,"1,200.00","3,600.00",0.00,0.00,0.0,0
3080B,MEMEMI,31,2,11.5,138.2,2015,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,7
3080C,GARCPA,31,2,12.8,137.5,2015,0.0,Dead,0,Dead,0,Dead,2.00,0.00,0.00,0.00,0.00,400.00,0.00,200.00,600.00,0.00,0.00,0.0,0
3080D,KIBAMA,31,2,15.4,137.2,2015,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,0
3081,ARCHBU,31,2,11.9,133.9,2015,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
3082,HOPEME,31,2,12.5,133.3,2015,0.0,Dead,0,Dead,0,Dead,13.00,0.00,0.00,0.00,0.00,"2,600.00",0.00,"1,300.00","3,900.00",0.00,0.00,0.0,0
3082A,CROTLA,31,2,0.0,0.0,2015,16.0,Understory,6-11,Alive,31,Intermediate,11.00,"3,750.58",0.18,0.14,0.07,"2,200.00",7.09,"1,100.00","3,307.09",0.10,0.05,21.0,5
3082B,MANGQU,31,2,13.2,131.2,2015,0.0,Dead,0,Dead,0,Dead,7.00,0.00,0.00,0.00,0.00,"1,400.00",0.00,700.00,"2,100.00",0.00,0.00,0.0,0
3083,CALOWA,31,2,14.4,134.9,2015,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,11
3084,XANTEU,31,2,13.4,129.1,2015,0.0,Dead,0,Dead,0,Dead,16.00,0.00,0.00,0.00,0.00,"3,200.00",0.00,"1,600.00","4,800.00",0.00,0.00,0.0,15
3085,CROTLA,31,2,11.7,123.4,2015,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,5
3086,SCA2MA,31,2,15.9,127.4,2015,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,0
3087,EUGEC1,31,2,18.4,128.4,2015,0.0,Dead,0,Dead,0,Dead,8.00,0.00,0.00,0.00,0.00,"1,600.00",0.00,800.00,"2,400.00",0.00,0.00,0.0,0
3087A,SHORMA,31,2,18.5,129.2,2015,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,0
3088,DURIGR,31,2,17.7,121.5,2015,15.0,Understory,6-11,Alive,49,Intermediate,3.50,975.18,0.05,0.13,0.07,700.00,6.65,350.00,"1,056.65",0.10,0.05,20.1,0
3088A,HOPEME,31,2,18.0,122.0,2015,16.7,Understory,6-11,Alive,3,Young,13.00,"5,072.06",0.24,0.15,0.07,"2,600.00",7.40,"1,300.00","3,907.40",16.70,8.35,21.6,0
3088B,TRI3MA,31,2,17.7,121.2,2015,11.2,Understory,1-5,Alive,3,Young,1.00,113.81,0.01,0.10,0.05,200.00,4.96,100.00,304.96,11.20,5.60,16.4,6
3089,MALLPE,31,2,11.0,120.3,2015,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
3089B,EUGESU,31,2,0.0,0.0,2015,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,7
3090,XANTEU,32,2,20.0,120.0,2015,13.2,Understory,1-5,Alive,49,Intermediate,16.00,"3,001.67",0.14,0.12,0.06,"3,200.00",5.85,"1,600.00","4,805.85",0.00,0.00,18.4,15
3090A,LEPISE,32,2,23.5,122.6,2015,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,0
3090B,SHORM1,32,2,25.2,121.0,2015,17.8,Understory,6-11,Alive,3,Young,21.00,"10,027.46",0.47,0.16,0.08,"4,200.00",7.89,"2,100.00","6,307.89",17.80,8.90,22.5,10
3091,MALLPA,32,2,20.4,124.7,2015,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,0
3092,APORAR,32,2,25.9,126.3,2015,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,16
3093,POL1SC,32,2,29.9,129.8,2015,31.2,Canopy,12-17,Alive,49,Intermediate,2.00,"6,013.19",0.28,0.28,0.14,400.00,13.82,200.00,613.82,1.90,0.95,30.8,0
3093A,LITHWA,32,2,31.8,130.6,2015,16.8,Understory,6-11,Alive,36,Intermediate,1.50,596.37,0.03,0.15,0.07,300.00,7.44,150.00,457.44,0.50,0.25,21.7,0
3093B,MESUFE,32,2,31.8,130.3,2015,13.4,Understory,1-5,Alive,3,Young,7.50,"1,473.60",0.07,0.12,0.06,"1,500.00",5.94,750.00,"2,255.94",13.40,6.70,18.6,0
3094,PTYCCO,32,2,21.4,129.9,2015,25.7,Understory,6-11,Alive,49,Intermediate,7.00,"11,003.03",0.52,0.23,0.11,"1,400.00",11.39,700.00,"2,111.39",2.30,1.15,27.9,0
3094A,SHORM1,32,2,30.0,130.0,2015,15.1,Understory,6-11,Alive,31,Intermediate,21.00,"5,973.58",0.28,0.13,0.07,"4,200.00",6.69,"2,100.00","6,306.69",2.40,1.20,20.2,10
3094B,SHORM1,32,2,30.8,130.4,2015,11.8,Understory,1-5,Alive,3,Young,21.00,"2,798.31",0.13,0.10,0.05,"4,200.00",5.23,"2,100.00","6,305.23",11.80,5.90,17.0,10
3094C,SHORM1,32,2,33.2,126.6,2015,11.7,Understory,1-5,Alive,3,Young,21.00,"2,727.09",0.13,0.10,0.05,"4,200.00",5.18,"2,100.00","6,305.18",11.70,5.85,16.9,10
3094D,SHORP2,32,2,30.2,129.4,2015,12.7,Understory,1-5,Alive,3,Young,11.50,"1,916.69",0.09,0.11,0.06,"2,300.00",5.63,"1,150.00","3,455.63",12.70,6.35,17.9,0
3095,SHORM2,32,2,23.8,130.8,2015,0.0,Dead,0,Dead,0,Dead,14.00,0.00,0.00,0.00,0.00,"2,800.00",0.00,"1,400.00","4,200.00",0.00,0.00,0.0,0
3096,ARCHBU,32,2,26.1,132.7,2015,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
3097,SANTTO,32,2,29.5,131.5,2015,32.3,Canopy,12-17,Alive,53,Intermediate,4.50,"15,213.44",0.72,0.29,0.14,900.00,14.31,450.00,"1,364.31",0.50,0.25,31.4,0
3098,BEILDI,32,2,29.8,133.1,2015,22.1,Understory,6-11,Alive,50,Intermediate,5.00,"4,788.95",0.23,0.20,0.10,"1,000.00",9.79,500.00,"1,509.79",0.30,0.15,25.6,6
3098A,SHORM1,32,2,26.2,133.0,2015,18.3,Understory,6-11,Alive,3,Young,21.00,"10,951.85",0.51,0.16,0.08,"4,200.00",8.11,"2,100.00","6,308.11",18.30,9.15,22.9,10
3098B,XANTGR,32,2,28.2,132.8,2015,13.1,Understory,1-5,Alive,3,Young,4.00,733.10,0.03,0.12,0.06,800.00,5.80,400.00,"1,205.80",13.10,6.55,18.3,5
3098C,SHORP2,32,2,32.0,133.5,2015,21.2,Understory,6-11,Alive,3,Young,11.50,"9,623.16",0.45,0.19,0.09,"2,300.00",9.39,"1,150.00","3,459.39",21.20,10.60,25.0,0
3098D,HOPEME,32,2,35.3,133.0,2015,14.6,Understory,6-11,Alive,3,Young,13.00,"3,329.89",0.16,0.13,0.06,"2,600.00",6.47,"1,300.00","3,906.47",14.60,7.30,19.7,0
3099,KNEMSC,32,2,21.4,132.8,2015,0.0,Dead,0,Dead,0,Dead,7.50,0.00,0.00,0.00,0.00,"1,500.00",0.00,750.00,"2,250.00",0.00,0.00,0.0,0
3101,MACALO,32,2,21.0,134.7,2015,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
3102,EUGEGR,32,2,20.5,136.3,2015,0.0,Dead,0,Dead,0,Dead,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",0.00,0.00,0.0,6
3103,SAR1GR,32,2,21.4,138.2,2015,0.0,Dead,0,Dead,0,Dead,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",0.00,0.00,0.0,9
3103A,CALOWA,32,2,0.0,0.0,2015,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,11
3104,MEMEO2,32,2,24.0,138.3,2015,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
3104A,SHORP2,32,2,32.0,133.5,2015,12.8,Understory,1-5,Alive,3,Young,11.50,"1,963.23",0.09,0.11,0.06,"2,300.00",5.67,"1,150.00","3,455.67",12.80,6.40,18.0,0
3105,CALOWA,32,2,26.1,138.4,2015,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,11
3105A,NEOBHE,32,2,28.6,139.6,2015,12.3,Understory,1-5,Alive,3,Young,5.00,755.81,0.04,0.11,0.05,"1,000.00",5.45,500.00,"1,505.45",12.30,6.15,17.5,0
3106,KNEMMA,32,2,31.0,138.5,2015,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,6
3107,APORPR,32,2,39.5,139.4,2015,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
3108,AGLAFO,32,2,39.4,135.4,2015,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,8
3108A,SHORM1,32,2,39.6,138.0,2015,0.0,Dead,0,Dead,0,Dead,21.00,0.00,0.00,0.00,0.00,"4,200.00",0.00,"2,100.00","6,300.00",0.00,0.00,0.0,10
3109,PTYCCO,32,2,34.1,131.7,2015,14.0,Understory,6-11,Alive,49,Intermediate,7.00,"1,574.32",0.07,0.12,0.06,"1,400.00",6.20,700.00,"2,106.20",0.20,0.10,19.2,0
3109A,SHORM1,32,2,0.0,0.0,2015,0.0,Dead,0,Dead,0,Dead,21.00,0.00,0.00,0.00,0.00,"4,200.00",0.00,"2,100.00","6,300.00",0.00,0.00,0.0,10
3109B,ARCHBU,32,2,0.0,0.0,2015,0.0,Dead,0,Dead,0,,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",-20.30,-10.15,0.0,0
3110,GANUSN,32,2,32.6,127.6,2015,37.0,Canopy,12-17,Alive,55,Intermediate,4.00,"21,507.88",1.01,0.33,0.16,800.00,16.39,400.00,"1,216.39",0.40,0.20,33.4,0
3110A,SHORAC,32,2,0.0,0.0,2015,0.0,Dead,0,Dead,0,Dead,8.50,0.00,0.00,0.00,0.00,"1,700.00",0.00,850.00,"2,550.00",0.00,0.00,0.0,0
3111,SHORAC,32,2,36.8,127.2,2015,0.0,Dead,0,Dead,0,Dead,8.50,0.00,0.00,0.00,0.00,"1,700.00",0.00,850.00,"2,550.00",0.00,0.00,0.0,0
3111A,QUERAR,32,2,38.0,127.2,2015,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
3112,GREWMI,32,2,39.1,128.2,2015,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
3113,MEMEAM,32,2,37.8,124.2,2015,12.1,Understory,1-5,Alive,44,Intermediate,3.00,431.42,0.02,0.11,0.05,600.00,5.36,300.00,905.36,0.20,0.10,17.3,0
3113A,ARCHBU,32,2,33.4,123.6,2015,22.5,Understory,6-11,Alive,3,Young,11.50,"11,677.63",0.55,0.20,0.10,"2,300.00",9.97,"1,150.00","3,459.97",22.50,11.25,25.9,0
3113B,MACALO,32,2,35.8,123.4,2015,11.1,Understory,1-5,Alive,3,Young,17.00,"1,883.28",0.09,0.10,0.05,"3,400.00",4.92,"1,700.00","5,104.92",11.10,5.55,16.3,0
3113C,QUERAR,32,2,33.6,125.6,2015,12.4,Understory,1-5,Alive,3,Young,4.50,697.22,0.03,0.11,0.05,900.00,5.49,450.00,"1,355.49",12.40,6.20,17.6,0
3114,XANTRU,32,2,34.3,122.3,2015,31.5,Canopy,12-17,Alive,55,Intermediate,4.00,"12,421.82",0.58,0.28,0.14,800.00,13.96,400.00,"1,213.96",0.80,0.40,31.0,6
3114A,SHORM1,32,2,32.6,120.8,2015,15.6,Understory,6-11,Alive,3,Young,21.00,"6,613.76",0.31,0.14,0.07,"4,200.00",6.91,"2,100.00","6,306.91",15.60,7.80,20.6,10
3115,ELATTA,32,2,39.2,121.4,2015,37.4,Canopy,12-17,Alive,55,Intermediate,3.50,"19,528.95",0.92,0.33,0.17,700.00,16.57,350.00,"1,066.57",0.20,0.10,33.6,9
3116A,EUGECL,32,2,39.1,123.2,2015,11.6,Understory,1-5,Alive,31,Intermediate,4.00,506.12,0.02,0.10,0.05,800.00,5.14,400.00,"1,205.14",0.20,0.10,16.8,0
3117,MESURA,32,2,31.3,122.7,2015,0.0,Dead,0,Dead,0,Dead,8.00,0.00,0.00,0.00,0.00,"1,600.00",0.00,800.00,"2,400.00",0.00,0.00,0.0,0
3118,KNEMSC,33,2,43.5,120.3,2015,0.0,Dead,0,Dead,0,Dead,7.50,0.00,0.00,0.00,0.00,"1,500.00",0.00,750.00,"2,250.00",0.00,0.00,0.0,0
3118A,HOPEME,33,2,41.2,120.4,2015,30.1,Canopy,12-17,Alive,44,Intermediate,13.00,"34,629.53",1.63,0.27,0.13,"2,600.00",13.34,"1,300.00","3,913.34",2.60,1.30,30.3,0
3119,MACALO,33,2,41.3,122.7,2015,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
3119A,HOPEME,33,2,41.3,124.2,2015,0.0,Dead,0,Dead,0,Dead,13.00,0.00,0.00,0.00,0.00,"2,600.00",0.00,"1,300.00","3,900.00",0.00,0.00,0.0,0
3120,MILLAT,33,2,47.8,123.6,2015,18.9,Understory,6-11,Alive,49,Intermediate,5.50,"3,179.65",0.15,0.17,0.08,"1,100.00",8.37,550.00,"1,658.37",0.70,0.35,23.3,0
3121,DACRR1,33,2,50.0,121.2,2015,13.6,Understory,1-5,Alive,48,Intermediate,22.00,"4,524.32",0.21,0.12,0.06,"4,400.00",6.03,"2,200.00","6,606.03",0.00,0.00,18.8,0
3121A,MILLAT,33,2,51.8,121.0,2015,14.7,Understory,6-11,Alive,24,Intermediate,5.50,"1,439.01",0.07,0.13,0.07,"1,100.00",6.51,550.00,"1,656.51",0.20,0.10,19.8,0
3122,DACRR1,33,2,46.0,126.2,2015,13.9,Understory,1-5,Alive,49,Intermediate,22.00,"4,839.42",0.23,0.12,0.06,"4,400.00",6.16,"2,200.00","6,606.16",-0.10,-0.05,19.1,0
3122A,HOPEME,33,2,0.0,0.0,2015,0.0,Dead,0,Dead,0,Dead,13.00,0.00,0.00,0.00,0.00,"2,600.00",0.00,"1,300.00","3,900.00",0.00,0.00,0.0,0
3123,MEMEAM,33,2,46.7,127.3,2015,15.3,Understory,6-11,Alive,49,Intermediate,3.00,889.15,0.04,0.14,0.07,600.00,6.78,300.00,906.78,-0.60,-0.30,20.4,0
3124,CANTDI,33,2,45.3,127.6,2015,35.7,Canopy,12-17,Alive,50,Intermediate,7.00,"33,288.94",1.56,0.32,0.16,"1,400.00",15.82,700.00,"2,115.82",0.50,0.25,32.9,0
3124A,SHORAC,33,2,43.5,128.0,2015,15.5,Understory,6-11,Alive,3,Young,8.50,"2,623.66",0.12,0.14,0.07,"1,700.00",6.87,850.00,"2,556.87",15.50,7.75,20.6,0
3125,CANAAP,33,2,47.7,128.5,2015,54.0,Canopy,18-23,Alive,64,Mature,0.50,"10,125.84",0.48,0.48,0.24,100.00,23.93,50.00,173.93,0.00,0.00,39.0,0
3126,ELATTA,33,2,44.8,130.5,2015,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,9
3126A,MEMEAM,33,2,43.0,130.4,2015,12.4,Understory,1-5,Alive,3,Young,3.00,464.81,0.02,0.11,0.05,600.00,5.49,300.00,905.49,12.40,6.20,17.6,0
