TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan,harvested
2780,MESURA,20,1,10.0,63.0,2019,17.0,Understory,6-11,Alive,52,Intermediate,8.0,"3,301.83",0.16,0.15,0.08,"1,600.00",7.53,800.00,"2,407.53",0.0,0.0,21.8,0,1
2781,POPOTC,20,1,9.8,64.0,2019,15.4,Understory,6-11,Alive,54,Intermediate,1.5,453.72,0.02,0.14,0.07,300.00,6.82,150.00,456.82,-0.2,-0.1,20.5,0,0
2787,ARTOSC,20,1,8.6,77.3,2019,32.8,Canopy,12-17,Alive,55,Intermediate,2.5,"8,904.27",0.42,0.29,0.15,500.00,14.53,250.00,764.53,0.2,0.1,31.6,0,0
2788B,MACACO,20,1,6.1,69.2,2019,16.0,Understory,6-11,Alive,7,Young,1.5,511.44,0.02,0.14,0.07,300.00,7.09,150.00,457.09,2.5,1.25,21.0,0,0
2794,SHORP2,20,1,17.6,74.4,2019,24.5,Understory,6-11,Alive,54,Intermediate,11.5,"15,436.87",0.73,0.22,0.11,"2,300.00",10.86,"1,150.00","3,460.86",1.6,0.8,27.2,0,1
2795,LANSDO,20,1,17.4,73.7,2019,12.5,Understory,1-5,Alive,52,Intermediate,6.5,"1,032.07",0.05,0.11,0.06,"1,300.00",5.54,650.00,"1,955.54",0.0,0.0,17.7,0,0
2795A,SINDWA,20,1,13.1,72.9,2019,34.5,Canopy,12-17,Alive,48,Intermediate,1.5,"6,345.90",0.3,0.31,0.15,300.00,15.29,150.00,465.29,1.7,0.85,32.4,8,1
2800,DACRCO,20,1,19.6,64.6,2019,23.8,Understory,6-11,Alive,56,Intermediate,2.0,"2,440.66",0.11,0.21,0.11,400.00,10.55,200.00,610.55,0.3,0.15,26.7,5,1
2800A,SANTLA,20,1,11.2,64.2,2019,49.3,Canopy,18-23,Alive,48,Intermediate,9.0,"131,813",6.2,0.44,0.22,"1,800.00",21.84,900.00,"2,721.84",2.4,1.2,37.7,4,1
2800B,SCA1SP,20,1,18.8,65.2,2019,10.6,Understory,1-5,Alive,7,Young,6.0,578.82,0.03,0.09,0.05,"1,200.00",4.7,600.00,"1,804.70",-0.2,-0.1,15.7,0,0
2802,NAUCOF,20,1,16.1,61.2,2019,32.0,Canopy,12-17,Alive,60,Mature,2.5,"8,188.76",0.38,0.28,0.14,500.00,14.18,250.00,764.18,0.2,0.1,31.2,0,1
2803,ALANRI,20,1,13.6,60.9,2019,19.0,Understory,6-11,Alive,48,Intermediate,8.0,"4,703.72",0.22,0.17,0.08,"1,600.00",8.42,800.00,"2,408.42",0.3,0.15,23.4,9,1
2803A,MESURA,20,1,13.2,61.5,2019,13.6,Understory,1-5,Alive,7,Young,8.0,"1,645.21",0.08,0.12,0.06,"1,600.00",6.03,800.00,"2,406.03",0.6,0.3,18.8,0,0
2803B,MADHCU,20,1,14.0,62.4,2019,10.6,Understory,1-5,Alive,7,Young,0.5,48.24,0.0,0.09,0.05,100.00,4.7,50.00,154.70,0.1,0.05,15.7,0,0
2804A,ACROPO,21,1,1.6,81.3,2019,14.0,Understory,6-11,Alive,4,Young,2.5,562.26,0.03,0.12,0.06,500.00,6.2,250.00,756.20,0.2,0.1,19.2,0,1
2805,IXONIC,21,1,8.1,80.6,2019,39.7,Canopy,12-17,Alive,60,Mature,10.5,"72,000.79",3.38,0.35,0.18,"2,100.00",17.59,"1,050.00","3,167.59",-0.1,-0.05,34.5,0,1
2805A,SHORL1,21,1,4.6,80.5,2019,37.7,Canopy,12-17,Alive,7,Young,9.0,"51,618.76",2.43,0.33,0.17,"1,800.00",16.7,900.00,"2,716.70",3.3,1.65,33.7,0,1
2805B,ARCHBU,21,1,5.1,82.0,2019,15.4,Understory,6-11,Alive,7,Young,11.5,"3,478.52",0.16,0.14,0.07,"2,300.00",6.82,"1,150.00","3,456.82",0.7,0.35,20.5,0,0
2805C,CYNOMA,21,1,5.0,84.2,2019,10.7,Understory,1-5,Alive,7,Young,5.0,496.11,0.02,0.09,0.05,"1,000.00",4.74,500.00,"1,504.74",-6.2,-3.1,15.8,0,0
2805D,MEMEEX,21,1,0.6,83.5,2019,11.2,Understory,1-5,Alive,7,Young,0.5,56.91,0.0,0.1,0.05,100.00,4.96,50.00,154.96,0.2,0.1,16.4,13,0
2809,IRVIMA,21,1,14.2,86.9,2019,62.1,Emergent,>24,Alive,72,Mature,1.0,"33,495.72",1.57,0.55,0.28,200.00,27.52,100.00,327.52,0.6,0.3,40.9,0,1
2812,DACRR1,21,1,3.4,93.0,2019,19.0,Understory,6-11,Alive,55,Intermediate,22.0,"12,935.24",0.61,0.17,0.08,"4,400.00",8.42,"2,200.00","6,608.42",0.1,0.05,23.4,0,1
2814A,PIMEGR,21,1,11.3,95.9,2019,25.3,Understory,6-11,Alive,48,Intermediate,10.5,"15,670.24",0.74,0.22,0.11,"2,100.00",11.21,"1,050.00","3,161.21",0.4,0.2,27.7,0,1
2814B,PYSOGR,21,1,13.2,91.4,2019,16.9,Understory,6-11,Alive,7,Young,0.5,202.55,0.01,0.15,0.07,100.00,7.49,50.00,157.49,0.7,0.35,21.7,0,1
2814C,CRY1GR,21,1,14.0,90.0,2019,11.1,Understory,1-5,Alive,7,Young,3.0,332.34,0.02,0.1,0.05,600.00,4.92,300.00,904.92,0.2,0.1,16.3,5,0
2815,ARTOSC,21,1,6.1,97.6,2019,18.7,Understory,6-11,Alive,54,Intermediate,2.5,"1,396.96",0.07,0.17,0.08,500.00,8.29,250.00,758.29,0.1,0.05,23.2,0,0
2816,EUGEGR,21,1,7.0,99.4,2019,22.3,Understory,6-11,Alive,53,Intermediate,5.0,"4,931.56",0.23,0.2,0.1,"1,000.00",9.88,500.00,"1,509.88",0.2,0.1,25.8,6,1
2817,SINDVE,21,1,2.6,96.3,2019,72.6,Emergent,>24,Alive,70,Mature,1.5,"88,906.38",4.18,0.64,0.32,300.00,32.17,150.00,482.17,0.7,0.35,43.0,0,1
2818,DACRRO,21,1,1.7,96.3,2019,16.4,Understory,6-11,Alive,52,Intermediate,4.5,"1,658.21",0.08,0.15,0.07,900.00,7.27,450.00,"1,357.27",0.0,0.0,21.3,7,0
2819,SANTLA,21,1,11.9,98.2,2019,19.3,Understory,6-11,Alive,48,Intermediate,9.0,"5,564.11",0.26,0.17,0.09,"1,800.00",8.55,900.00,"2,708.55",0.5,0.25,23.6,4,0
2820,DRYPLO,21,1,17.3,97.0,2019,15.2,Understory,6-11,Alive,53,Intermediate,8.5,"2,468.20",0.12,0.13,0.07,"1,700.00",6.74,850.00,"2,556.74",-0.1,-0.05,20.3,0,1
2822,XANTEU,21,1,18.9,96.4,2019,12.3,Understory,1-5,Alive,53,Intermediate,16.0,"2,418.58",0.11,0.11,0.05,"3,200.00",5.45,"1,600.00","4,805.45",-0.2,-0.1,17.5,15,0
2825,EUGEGR,21,1,15.7,83.2,2019,24.3,Understory,6-11,Alive,53,Intermediate,5.0,"6,533.05",0.31,0.22,0.11,"1,000.00",10.77,500.00,"1,510.77",0.5,0.25,27.0,6,0
2827,MONOMA,21,1,19.2,89.7,2019,32.4,Canopy,12-17,Alive,57,Intermediate,15.0,"51,245.99",2.41,0.29,0.14,"3,000.00",14.36,"1,500.00","4,514.36",1.4,0.7,31.4,11,0
2827B,XANTRU,21,1,19.2,80.4,2019,10.4,Understory,1-5,Alive,7,Young,4.0,364.52,0.02,0.09,0.05,800.00,4.61,400.00,"1,204.61",0.1,0.05,15.5,6,0
2830,PTEREC,22,1,28.4,85.4,2019,33.6,Canopy,12-17,Alive,58,Intermediate,4.0,"15,463.69",0.73,0.3,0.15,800.00,14.89,400.00,"1,214.89",29.9,14.95,32.0,0,1
2830A,KNEMSC,22,1,26.0,83.1,2019,11.9,Understory,1-5,Alive,35,Intermediate,7.5,"1,025.30",0.05,0.11,0.05,"1,500.00",5.27,750.00,"2,255.27",-0.1,-0.05,17.1,0,0
2831,MANGQU,22,1,28.7,86.0,2019,14.8,Understory,6-11,Alive,53,Intermediate,7.0,"1,870.51",0.09,0.13,0.07,"1,400.00",6.56,700.00,"2,106.56",0.0,0.0,19.9,0,0
2832,GIRONE,22,1,24.1,86.6,2019,31.8,Canopy,12-17,Alive,55,Intermediate,6.0,"19,240.09",0.9,0.28,0.14,"1,200.00",14.09,600.00,"1,814.09",-0.3,-0.15,31.1,0,1
2833,MONOMA,22,1,20.2,88.5,2019,37.2,Canopy,12-17,Alive,55,Intermediate,15.0,"82,164.61",3.86,0.33,0.16,"3,000.00",16.48,"1,500.00","4,516.48",0.7,0.35,33.5,11,1
2834,SHORBR,22,1,22.5,90.4,2019,33.5,Canopy,12-17,Alive,53,Intermediate,1.5,"5,740.33",0.27,0.3,0.15,300.00,14.84,150.00,464.84,0.8,0.4,31.9,4,1
2834A,POL1HY,22,1,27.4,90.2,2019,14.4,Understory,6-11,Alive,7,Young,3.0,736.22,0.03,0.13,0.06,600.00,6.38,300.00,906.38,0.8,0.4,19.6,0,0
2836,MALLPE,22,1,27.3,92.2,2019,15.2,Understory,6-11,Alive,53,Intermediate,6.0,"1,742.26",0.08,0.13,0.07,"1,200.00",6.74,600.00,"1,806.74",0.0,0.0,20.3,0,1
2840,BARRPE,22,1,25.0,98.3,2019,24.2,Understory,6-11,Alive,54,Intermediate,3.5,"4,511.53",0.21,0.21,0.11,700.00,10.72,350.00,"1,060.72",0.2,0.1,27.0,5,0
2843,EUGEP3,22,1,31.0,95.2,2019,103.5,Emergent,>24,Alive,80,Mature,3.0,"670,880.55",31.53,0.92,0.46,600.00,45.86,300.00,945.86,1.2,0.6,47.1,8,1
2844,KNEMSC,22,1,30.9,99.7,2019,17.5,Understory,6-11,Alive,53,Intermediate,7.5,"3,393.08",0.16,0.16,0.08,"1,500.00",7.75,750.00,"2,257.75",0.4,0.2,22.2,0,0
2845,EUGES2,22,1,33.5,98.0,2019,29.9,Understory,12-17,Alive,56,Intermediate,1.0,"2,604.72",0.12,0.26,0.13,200.00,13.25,100.00,313.25,0.4,0.2,30.2,0,1
2848,APORBR,22,1,35.5,90.0,2019,12.4,Understory,1-5,Alive,52,Intermediate,5.0,774.69,0.04,0.11,0.05,"1,000.00",5.49,500.00,"1,505.49",0.0,0.0,17.6,0,0
2850,BEILM2,22,1,36.9,98.0,2019,13.4,Understory,1-5,Alive,53,Intermediate,1.5,294.72,0.01,0.12,0.06,300.00,5.94,150.00,455.94,0.0,0.0,18.6,7,0
2851,SHORM2,22,1,38.4,99.2,2019,50.4,Canopy,18-23,Alive,57,Intermediate,14.0,"221,734.27",10.42,0.45,0.22,"2,800.00",22.33,"1,400.00","4,222.33",3.3,1.65,38.0,0,1
2854,BEILM2,22,1,32.4,85.9,2019,47.0,Canopy,18-23,Alive,57,Intermediate,1.5,"18,555.67",0.87,0.42,0.21,300.00,20.83,150.00,470.83,0.5,0.25,37.0,7,1
2856,HOPEME,22,1,33.5,83.6,2019,25.6,Understory,6-11,Alive,52,Intermediate,13.0,"20,172.28",0.95,0.23,0.11,"2,600.00",11.34,"1,300.00","3,911.34",0.7,0.35,27.8,0,0
2859,GORDSI,23,1,41.1,81.3,2019,18.0,Understory,6-11,Alive,48,Intermediate,0.5,247.39,0.01,0.16,0.08,100.00,7.98,50.00,157.98,0.1,0.05,22.6,0,1
2859A,MEL1AN,23,1,44.2,80.6,2019,11.0,Understory,1-5,Alive,35,Intermediate,1.0,107.81,0.01,0.1,0.05,200.00,4.87,100.00,304.87,0.0,0.0,16.2,7,0
2860,SHORM1,23,1,40.8,82.9,2019,25.7,Understory,6-11,Alive,53,Intermediate,21.0,"33,009.08",1.55,0.23,0.11,"4,200.00",11.39,"2,100.00","6,311.39",0.0,0.0,27.9,10,1
2860A,CROTLA,23,1,41.7,82.5,2019,12.2,Understory,1-5,Alive,7,Young,11.0,"1,621.96",0.08,0.11,0.05,"2,200.00",5.41,"1,100.00","3,305.41",0.4,0.2,17.4,5,0
2860B,DIOSSU,23,1,43.8,83.2,2019,11.7,Understory,1-5,Alive,7,Young,1.0,129.86,0.01,0.1,0.05,200.00,5.18,100.00,305.18,0.0,0.0,16.9,8,1
2861,EUGEP3,23,1,43.8,86.9,2019,20.2,Understory,6-11,Alive,54,Intermediate,3.0,"2,147.42",0.1,0.18,0.09,600.00,8.95,300.00,908.95,-0.2,-0.1,24.3,8,0
2862,SHORL1,23,1,46.5,88.4,2019,51.4,Canopy,18-23,Alive,63,Mature,9.0,"152,852.60",7.18,0.46,0.23,"1,800.00",22.78,900.00,"2,722.78",0.7,0.35,38.3,0,1
2864,MESUFE,23,1,45.5,92.2,2019,23.5,Understory,6-11,Alive,57,Intermediate,7.5,"8,779.49",0.41,0.21,0.1,"1,500.00",10.41,750.00,"2,260.41",-0.2,-0.1,26.5,0,1
2866,KNEMMA,23,1,40.1,93.7,2019,35.6,Canopy,12-17,Alive,52,Intermediate,5.5,"25,905.39",1.22,0.32,0.16,"1,100.00",15.77,550.00,"1,665.77",-0.1,-0.05,32.9,6,1
2867,KNEMMA,23,1,42.3,95.4,2019,11.1,Understory,1-5,Alive,53,Intermediate,5.5,609.30,0.03,0.1,0.05,"1,100.00",4.92,550.00,"1,654.92",-0.2,-0.1,16.3,6,0
2867B,SHORM1,23,1,43.8,96.1,2019,19.3,Understory,6-11,Alive,35,Intermediate,21.0,"12,982.92",0.61,0.17,0.09,"4,200.00",8.55,"2,100.00","6,308.55",0.4,0.2,23.6,10,1
2868,DACRR1,23,1,45.0,99.4,2019,21.1,Understory,6-11,Alive,53,Intermediate,22.0,"18,129.67",0.85,0.19,0.09,"4,400.00",9.35,"2,200.00","6,609.35",1.1,0.55,24.9,0,0
2869,PTEREC,23,1,49.0,97.3,2019,17.0,Understory,6-11,Alive,53,Intermediate,4.0,"1,650.91",0.08,0.15,0.08,800.00,7.53,400.00,"1,207.53",0.5,0.25,21.8,0,1
2870,BACCRE,23,1,49.3,95.0,2019,13.2,Understory,1-5,Alive,53,Intermediate,5.0,938.02,0.04,0.12,0.06,"1,000.00",5.85,500.00,"1,505.85",0.0,0.0,18.4,0,0
2870A,MIC1CA,23,1,51.4,95.4,2019,10.5,Understory,1-5,Alive,7,Young,0.5,46.89,0.0,0.09,0.05,100.00,4.65,50.00,154.65,0.1,0.05,15.6,12,0
2871A,MONOMA,23,1,52.8,99.7,2019,12.1,Understory,1-5,Alive,4,Young,15.0,"2,157.08",0.1,0.11,0.05,"3,000.00",5.36,"1,500.00","4,505.36",1.7,0.85,17.3,11,1
2871B,AGLASP,23,1,54.6,97.8,2019,10.8,Understory,1-5,Alive,4,Young,1.0,102.03,0.0,0.1,0.05,200.00,4.79,100.00,304.79,-1.0,-0.5,16.0,40,1
2871C,MONOMA,23,1,53.5,99.8,2019,11.4,Understory,1-5,Alive,4,Young,15.0,"1,800.79",0.08,0.1,0.05,"3,000.00",5.05,"1,500.00","4,505.05",0.7,0.35,16.6,11,0
2873A,MEMEMI,23,1,59.9,99.0,2019,11.7,Understory,1-5,Alive,28,Intermediate,3.5,454.51,0.02,0.1,0.05,700.00,5.18,350.00,"1,055.18",-0.1,-0.05,16.9,7,0
2873B,ATUNPE,23,1,58.6,97.8,2019,10.7,Understory,1-5,Alive,4,Young,0.5,49.61,0.0,0.09,0.05,100.00,4.74,50.00,154.74,0.3,0.15,15.8,6,0
2874,MEL1FU,23,1,59.4,88.0,2019,18.6,Understory,6-11,Alive,54,Intermediate,4.5,"2,471.81",0.12,0.16,0.08,900.00,8.24,450.00,"1,358.24",0.4,0.2,23.1,0,0
2875B,PIMEGR,23,1,47.2,86.0,2019,19.7,Understory,6-11,Alive,35,Intermediate,10.5,"6,933.41",0.33,0.17,0.09,"2,100.00",8.73,"1,050.00","3,158.73",0.1,0.05,23.9,0,0
2880,CYNOMA,23,1,48.9,85.6,2019,28.6,Understory,6-11,Alive,54,Intermediate,5.0,"11,218.80",0.53,0.25,0.13,"1,000.00",12.67,500.00,"1,512.67",1.0,0.5,29.5,0,1
2881,SANDKO,23,1,50.2,84.2,2019,30.6,Canopy,12-17,Alive,59,Intermediate,4.0,"11,263.38",0.53,0.27,0.14,800.00,13.56,400.00,"1,213.56",0.1,0.05,30.5,2,1
2881A,EUGEDU,23,1,50.7,82.9,2019,16.4,Understory,6-11,Alive,48,Intermediate,1.0,368.49,0.02,0.15,0.07,200.00,7.27,100.00,307.27,0.3,0.15,21.3,6,0
2881B,PORTAN,23,1,52.2,81.2,2019,11.6,Understory,1-5,Alive,35,Intermediate,11.5,"1,455.11",0.07,0.1,0.05,"2,300.00",5.14,"1,150.00","3,455.14",-0.2,-0.1,16.8,0,0
2882,KNEMSC,23,1,55.1,82.7,2019,17.2,Understory,6-11,Alive,52,Intermediate,7.5,"3,212.15",0.15,0.15,0.08,"1,500.00",7.62,750.00,"2,257.62",0.5,0.25,22.0,0,1
2882A,PAYELU,23,1,54.2,84.1,2019,14.4,Understory,6-11,Alive,40,Intermediate,6.0,"1,472.44",0.07,0.13,0.06,"1,200.00",6.38,600.00,"1,806.38",0.0,0.0,19.6,8,0
2884,NEOSKI,23,1,59.3,82.7,2019,36.8,Canopy,12-17,Alive,58,Intermediate,6.5,"34,304.87",1.61,0.33,0.16,"1,300.00",16.31,650.00,"1,966.31",0.4,0.2,33.4,0,1
2886,PAYELU,23,1,55.6,86.2,2019,20.8,Understory,6-11,Alive,48,Intermediate,6.0,"4,720.53",0.22,0.18,0.09,"1,200.00",9.22,600.00,"1,809.22",0.6,0.3,24.7,8,0
2886A,KNEMSC,23,1,48.4,88.0,2019,11.6,Understory,1-5,Alive,7,Young,7.5,948.98,0.04,0.1,0.05,"1,500.00",5.14,750.00,"2,255.14",0.2,0.1,16.8,0,0
2994,XANTRU,23,1,47.3,99.9,2019,23.9,Understory,6-11,Alive,53,Intermediate,4.0,"4,948.97",0.23,0.21,0.11,800.00,10.59,400.00,"1,210.59",0.8,0.4,26.8,6,1
2889,SHORM2,24,1,60.5,89.0,2019,24.2,Understory,6-11,Alive,55,Intermediate,14.0,"18,046.13",0.85,0.21,0.11,"2,800.00",10.72,"1,400.00","4,210.72",0.1,0.05,27.0,0,1
2891A,MONOMA,24,1,67.0,90.0,2019,30.4,Canopy,12-17,Alive,40,Intermediate,15.0,"41,314.30",1.94,0.27,0.13,"3,000.00",13.47,"1,500.00","4,513.47",1.2,0.6,30.4,11,1
2892,DACRR1,24,1,65.7,91.4,2019,20.9,Understory,6-11,Alive,55,Intermediate,22.0,"17,579.22",0.83,0.19,0.09,"4,400.00",9.26,"2,200.00","6,609.26",0.2,0.1,24.8,0,0
2894,DACRR1,24,1,64.4,93.4,2019,20.3,Understory,6-11,Alive,52,Intermediate,22.0,"16,000.52",0.75,0.18,0.09,"4,400.00",8.99,"2,200.00","6,608.99",0.1,0.05,24.4,0,0
2895,MESURA,24,1,64.1,94.0,2019,21.7,Understory,6-11,Alive,54,Intermediate,8.0,"7,220.39",0.34,0.19,0.1,"1,600.00",9.62,800.00,"2,409.62",1.2,0.6,25.4,0,1
2895,MESURA,24,1,64.1,94.0,2019,21.7,Understory,6-11,Alive,54,Intermediate,8.0,"7,220.39",0.34,0.19,0.1,"1,600.00",9.62,800.00,"2,409.62",1.2,0.6,25.4,0,1
2898A,XANTEU,24,1,64.4,99.5,2019,13.2,Understory,1-5,Alive,4,Young,16.0,"3,001.67",0.14,0.12,0.06,"3,200.00",5.85,"1,600.00","4,805.85",0.4,0.2,18.4,15,1
2901,SHORM1,24,1,70.5,89.0,2019,28.5,Understory,6-11,Alive,53,Intermediate,21.0,"46,569.76",2.19,0.25,0.13,"4,200.00",12.63,"2,100.00","6,312.63",0.2,0.1,29.5,10,1
2902,DRYPLO,24,1,70.8,95.7,2019,15.0,Understory,6-11,Alive,53,Intermediate,8.5,"2,368.30",0.11,0.13,0.07,"1,700.00",6.65,850.00,"2,556.65",0.0,0.0,20.1,0,1
2904,KNEMMA,24,1,78.7,98.2,2019,18.7,Understory,6-11,Alive,53,Intermediate,5.5,"3,073.30",0.14,0.17,0.08,"1,100.00",8.29,550.00,"1,658.29",0.5,0.25,23.2,6,0
2906,SHORM1,24,1,75.9,83.2,2019,14.7,Understory,6-11,Alive,52,Intermediate,21.0,"5,494.41",0.26,0.13,0.07,"4,200.00",6.51,"2,100.00","6,306.51",0.2,0.1,19.8,10,0
2906A,LITSFI,24,1,78.3,83.0,2019,12.0,Understory,1-5,Alive,7,Young,0.5,70.11,0.0,0.11,0.05,100.00,5.32,50.00,155.32,-2.4,-1.2,17.2,0,0
2907,NAUCOF,24,1,73.8,81.0,2019,12.3,Understory,1-5,Alive,52,Intermediate,2.5,377.90,0.02,0.11,0.05,500.00,5.45,250.00,755.45,0.2,0.1,17.5,0,0
2908,SHORL2,24,1,69.6,83.1,2019,96.7,Emergent,>24,Alive,69,Mature,3.5,"604,729.05",28.42,0.86,0.43,700.00,42.85,350.00,"1,092.85",0.9,0.45,46.4,13,1
2909,TIMOWA,24,1,67.6,81.4,2019,13.9,Understory,1-5,Alive,48,Intermediate,1.5,329.96,0.02,0.12,0.06,300.00,6.16,150.00,456.16,-0.2,-0.1,19.1,0,0
2989,DIOSSI,24,1,72.4,99.6,2019,13.3,Understory,1-5,Alive,52,Intermediate,1.5,288.01,0.01,0.12,0.06,300.00,5.89,150.00,455.89,-1.2,-0.6,18.5,0,0
2910A,APORBR,25,1,82.0,81.6,2019,13.5,Understory,1-5,Alive,35,Intermediate,5.0,"1,005.14",0.05,0.12,0.06,"1,000.00",5.98,500.00,"1,505.98",0.3,0.15,18.7,0,0
2911,CASTME,25,1,86.4,82.6,2019,34.5,Canopy,12-17,Alive,52,Intermediate,2.5,"10,576.50",0.5,0.31,0.15,500.00,15.29,250.00,765.29,1.3,0.65,32.4,0,0
2911A,MEMEAM,25,1,85.2,83.0,2019,12.7,Understory,1-5,Alive,4,Young,3.0,500.01,0.02,0.11,0.06,600.00,5.63,300.00,905.63,0.0,0.0,17.9,0,1
2911A,MEMEAM,25,1,85.2,83.0,2019,12.7,Understory,1-5,Alive,4,Young,3.0,500.01,0.02,0.11,0.06,600.00,5.63,300.00,905.63,0.0,0.0,17.9,0,1
2911B,APORAU,25,1,87.4,84.0,2019,12.4,Understory,1-5,Alive,4,Young,2.0,309.88,0.01,0.11,0.05,400.00,5.49,200.00,605.49,0.3,0.15,17.6,6,0
2912,ALANRI,25,1,90.8,80.7,2019,11.5,Understory,1-5,Alive,52,Intermediate,8.0,986.09,0.05,0.1,0.05,"1,600.00",5.1,800.00,"2,405.10",0.1,0.05,16.7,9,0
2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0,1
2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0,1
2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0,1
2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0,1
2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0,1
2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0,1
2913,STERPA,25,1,91.6,84.9,2019,22.8,Understory,6-11,Alive,54,Intermediate,1.0,"1,060.31",0.05,0.2,0.1,200.00,10.1,100.00,310.10,0.7,0.35,26.1,0,0
2914,EUGEC1,25,1,94.1,86.2,2019,24.4,Understory,6-11,Alive,48,Intermediate,8.0,"10,595.08",0.5,0.22,0.11,"1,600.00",10.81,800.00,"2,410.81",1.4,0.7,27.1,0,1
2914,EUGEC1,25,1,94.1,86.2,2019,24.4,Understory,6-11,Alive,48,Intermediate,8.0,"10,595.08",0.5,0.22,0.11,"1,600.00",10.81,800.00,"2,410.81",1.4,0.7,27.1,0,1
2914,EUGEC1,25,1,94.1,86.2,2019,24.4,Understory,6-11,Alive,48,Intermediate,8.0,"10,595.08",0.5,0.22,0.11,"1,600.00",10.81,800.00,"2,410.81",1.4,0.7,27.1,0,1
2914A,ELAEP3,25,1,93.5,85.0,2019,13.2,Understory,1-5,Alive,7,Young,0.5,93.80,0.0,0.12,0.06,100.00,5.85,50.00,155.85,1.0,0.5,18.4,0,1
2914B,ARTOKE,25,1,94.0,83.2,2019,12.0,Understory,1-5,Alive,7,Young,1.0,140.22,0.01,0.11,0.05,200.00,5.32,100.00,305.32,0.0,0.0,17.2,12,0
2914C,APORBR,25,1,96.0,83.5,2019,10.4,Understory,1-5,Alive,7,Young,5.0,455.65,0.02,0.09,0.05,"1,000.00",4.61,500.00,"1,504.61",0.2,0.1,15.5,0,0
2915,DIPLMA,25,1,94.3,86.8,2019,16.0,Understory,6-11,Alive,48,Intermediate,5.5,"1,875.29",0.09,0.14,0.07,"1,100.00",7.09,550.00,"1,657.09",0.2,0.1,21.0,0,1
2917,CALOTE,25,1,88.4,90.3,2019,25.3,Understory,6-11,Alive,48,Intermediate,3.0,"4,477.21",0.21,0.22,0.11,600.00,11.21,300.00,911.21,0.7,0.35,27.7,0,1
2919,POL1RU,25,1,82.6,89.8,2019,19.3,Understory,6-11,Alive,53,Intermediate,1.5,927.35,0.04,0.17,0.09,300.00,8.55,150.00,458.55,0.4,0.2,23.6,0,0
2920,EUGEC1,25,1,80.3,86.0,2019,17.9,Understory,6-11,Alive,54,Intermediate,8.0,"3,888.63",0.18,0.16,0.08,"1,600.00",7.93,800.00,"2,407.93",-0.1,-0.05,22.6,0,1
2920A,DIPTC1,25,1,85.3,88.2,2019,9.7,Treelet,1-5,Alive,48,Intermediate,13.5,"1,000.04",0.05,0.09,0.04,"2,700.00",4.3,"1,350.00","4,054.30",-1.7,-0.85,14.7,6,0
2921,DRYPLO,25,1,80.7,91.6,2019,14.9,Understory,6-11,Alive,48,Intermediate,8.5,"2,319.45",0.11,0.13,0.07,"1,700.00",6.6,850.00,"2,556.60",-0.1,-0.05,20.0,0,1
2921,DRYPLO,25,1,80.7,91.6,2019,14.9,Understory,6-11,Alive,48,Intermediate,8.5,"2,319.45",0.11,0.13,0.07,"1,700.00",6.6,850.00,"2,556.60",-0.1,-0.05,20.0,0,1
2921A,ELLATA,25,1,80.4,93.4,2019,11.0,Understory,1-5,Alive,35,Intermediate,0.5,53.90,0.0,0.1,0.05,100.00,4.87,50.00,154.87,0.2,0.1,16.2,14,0
2923,SHORM1,25,1,82.7,95.2,2019,19.2,Understory,6-11,Alive,52,Intermediate,21.0,"12,768.47",0.6,0.17,0.09,"4,200.00",8.51,"2,100.00","6,308.51",0.7,0.35,23.6,10,1
2924,EUGEC1,25,1,83.4,96.1,2019,17.4,Understory,6-11,Alive,48,Intermediate,8.0,"3,554.11",0.17,0.15,0.08,"1,600.00",7.71,800.00,"2,407.71",0.6,0.3,22.2,0,1
2926,SHORP2,25,1,85.5,98.1,2019,67.3,Emergent,>24,Alive,66,Mature,11.5,"516,174.35",24.26,0.6,0.3,"2,300.00",29.82,"1,150.00","3,479.82",2.5,1.25,42.0,0,1
